user_id,model,artist_pred,track_pred,resolved,match_type,popularity,track_genre
user_000181,anthropic/claude-sonnet-4.5,Arctic Monkeys,I Bet You Look Good on the Dancefloor,True,exact,75.0,garage
user_000181,anthropic/claude-sonnet-4.5,The Hives,Hate to Say I Told You So,True,exact,69.0,garage
user_000181,anthropic/claude-sonnet-4.5,Modest Mouse,Float On,False,,,
user_000181,gpt-4.1,Violent Femmes,Blister in the Sun,True,exact,71.0,acoustic
user_000181,gpt-4.1,Pixies,Debaser,False,,,
user_000181,gpt-4.1,The Replacements,Alex Chilton,False,,,
user_000181,gpt-4.1,The Raveonettes,Love in a Trashcan,False,,,
user_000181,gpt-4.1,The Hives,Hate to Say I Told You So,True,exact,69.0,garage
user_000181,gpt-4.1,The White Stripes,Fell In Love With A Girl,True,exact,72.0,blues
user_000181,gpt-4.1,Blur,Coffee & TV,False,,,
user_000181,gpt-4.1,The Libertines,Can't Stand Me Now,True,exact,62.0,garage
user_000181,gpt-4.1,Cake,Short Skirt/Long Jacket,False,,,
user_000181,gpt-4.1,The Dandy Warhols,Bohemian Like You,False,,,
user_000221,anthropic/claude-sonnet-4.5,Stone Temple Pilots,Interstate Love Song,True,artist+substr,73.0,grunge
user_000221,anthropic/claude-sonnet-4.5,Garbage,Stupid Girl,False,,,
user_000221,anthropic/claude-sonnet-4.5,Chevelle,The Red,True,exact,70.0,grunge
user_000221,anthropic/claude-sonnet-4.5,Massive Attack,Teardrop,True,exact,0.0,electronic
user_000221,anthropic/claude-sonnet-4.5,Bush,Glycerine,True,artist+substr,63.0,grunge
user_000221,anthropic/claude-sonnet-4.5,Audioslave,Like a Stone,True,exact,78.0,alt-rock
user_000221,anthropic/claude-sonnet-4.5,Portishead,Glory Box,True,exact,0.0,electronic
user_000221,anthropic/claude-sonnet-4.5,Three Days Grace,I Hate Everything About You,True,exact,72.0,grunge
user_000221,anthropic/claude-sonnet-4.5,Zero 7,Destiny,False,,,
user_000221,anthropic/claude-sonnet-4.5,Alice in Chains,Man in the Box,True,exact,75.0,alt-rock
user_000221,gpt-4.1,Garbage,Only Happy When It Rains,False,,,
user_000221,gpt-4.1,Depeche Mode,Personal Jesus,False,,,
user_000221,gpt-4.1,Massive Attack,Teardrop,True,exact,0.0,electronic
user_000221,gpt-4.1,The White Stripes,Seven Nation Army,True,exact,84.0,alt-rock
user_000221,gpt-4.1,Muse,Starlight,False,,,
user_000221,gpt-4.1,The Killers,Somebody Told Me,True,exact,0.0,alt-rock
user_000221,gpt-4.1,Portishead,Glory Box,True,exact,0.0,electronic
user_000221,gpt-4.1,Paramore,Misery Business,True,exact,1.0,emo
user_000221,gpt-4.1,Yeah Yeah Yeahs,Heads Will Roll,True,exact,0.0,alt-rock
user_000221,gpt-4.1,The Chemical Brothers,Galvanize,True,exact,64.0,breakbeat
user_000281,anthropic/claude-sonnet-4.5,Television,Marquee Moon,False,,,
user_000281,anthropic/claude-sonnet-4.5,Pavement,Gold Soundz,False,,,
user_000281,anthropic/claude-sonnet-4.5,The Replacements,Bastards of Young,False,,,
user_000281,anthropic/claude-sonnet-4.5,Wire,Mannequin,False,,,
user_000281,anthropic/claude-sonnet-4.5,Interpol,Obstacle 1,False,,,
user_000281,anthropic/claude-sonnet-4.5,The Smiths,There Is a Light That Never Goes Out,True,artist+substr,80.0,punk-rock
user_000281,anthropic/claude-sonnet-4.5,Teenage Fanclub,The Concept,False,,,
user_000281,anthropic/claude-sonnet-4.5,R.E.M.,Don't Go Back to Rockville,False,,,
user_000281,anthropic/claude-sonnet-4.5,The Feelies,Crazy Rhythms,False,,,
user_000281,anthropic/claude-sonnet-4.5,Yo La Tengo,Autumn Sweater,False,,,
user_000281,gpt-4.1,Television,Marquee Moon,False,,,
user_000281,gpt-4.1,The Jesus and Mary Chain,Just Like Honey,True,exact,61.0,punk-rock
user_000281,gpt-4.1,The Feelies,Crazy Rhythms,False,,,
user_000281,gpt-4.1,The Zombies,This Will Be Our Year,True,exact,45.0,british
user_000281,gpt-4.1,The Replacements,Alex Chilton,False,,,
user_000281,gpt-4.1,Spoon,The Way We Get By,False,,,
user_000281,gpt-4.1,Belle and Sebastian,The Boy With The Arab Strap,False,,,
user_000281,gpt-4.1,Yo La Tengo,Autumn Sweater,False,,,
user_000281,gpt-4.1,The Kinks,Waterloo Sunset,True,artist+substr,38.0,british
user_000281,gpt-4.1,Wire,Outdoor Miner,False,,,
user_000303,anthropic/claude-sonnet-4.5,Massive Attack,Teardrop,True,exact,0.0,electronic
user_000303,anthropic/claude-sonnet-4.5,Mazzy Star,Fade Into You,True,exact,79.0,alt-rock
user_000303,anthropic/claude-sonnet-4.5,Jeff Buckley,Hallelujah,True,exact,71.0,singer-songwriter
user_000303,anthropic/claude-sonnet-4.5,David Bowie,Life on Mars?,False,,,
user_000303,anthropic/claude-sonnet-4.5,Sigur Rós,Hoppípolla,False,,,
user_000303,anthropic/claude-sonnet-4.5,Talking Heads,Once in a Lifetime,True,artist+substr,0.0,funk
user_000303,anthropic/claude-sonnet-4.5,Boards of Canada,Roygbiv,True,exact,59.0,ambient
user_000303,anthropic/claude-sonnet-4.5,Fleetwood Mac,Dreams,False,,,
user_000303,anthropic/claude-sonnet-4.5,Damien Rice,The Blower's Daughter,True,exact,0.0,singer-songwriter
user_000303,anthropic/claude-sonnet-4.5,Air,All I Need,False,,,
user_000303,gpt-4.1,Massive Attack,Teardrop,True,exact,0.0,electronic
user_000303,gpt-4.1,David Bowie,Life On Mars?,False,,,
user_000303,gpt-4.1,The Stone Roses,I Wanna Be Adored,False,,,
user_000303,gpt-4.1,Fleetwood Mac,Dreams,False,,,
user_000303,gpt-4.1,Blur,Coffee & TV,False,,,
user_000303,gpt-4.1,The Smashing Pumpkins,1979,False,,,
user_000303,gpt-4.1,The National,Fake Empire,False,,,
user_000303,gpt-4.1,Tame Impala,The Less I Know The Better,False,,,
user_000303,gpt-4.1,Sia,Breathe Me,False,,,
user_000303,gpt-4.1,The Chemical Brothers,Star Guitar,True,exact,51.0,breakbeat
user_000343,anthropic/claude-sonnet-4.5,New Order,Blue Monday,True,artist+substr,66.0,synth-pop
user_000343,anthropic/claude-sonnet-4.5,Depeche Mode,Enjoy the Silence,False,,,
user_000343,anthropic/claude-sonnet-4.5,Röyksopp,Eple,True,exact,55.0,trip-hop
user_000343,anthropic/claude-sonnet-4.5,Ladytron,Destroy Everything You Touch,True,exact,47.0,synth-pop
user_000343,anthropic/claude-sonnet-4.5,Goldfrapp,Ooh La La,True,exact,18.0,synth-pop
user_000343,anthropic/claude-sonnet-4.5,The Smiths,How Soon Is Now?,True,exact,1.0,punk-rock
user_000343,anthropic/claude-sonnet-4.5,Orchestral Manoeuvres in the Dark,Enola Gay,True,artist+substr,69.0,synth-pop
user_000343,anthropic/claude-sonnet-4.5,Massive Attack,Teardrop,True,exact,0.0,electronic
user_000343,anthropic/claude-sonnet-4.5,Portishead,Glory Box,True,exact,0.0,electronic
user_000343,anthropic/claude-sonnet-4.5,Blur,Song 2,True,artist+substr,0.0,alt-rock
user_000343,gpt-4.1,Depeche Mode,Never Let Me Down Again,False,,,
user_000343,gpt-4.1,Ladytron,Seventeen,True,exact,63.0,synth-pop
user_000343,gpt-4.1,The Human League,Seconds,False,,,
user_000343,gpt-4.1,The Jesus and Mary Chain,Just Like Honey,True,exact,61.0,punk-rock
user_000343,gpt-4.1,Goldfrapp,Strict Machine,True,exact,12.0,synth-pop
user_000343,gpt-4.1,The Rapture,House of Jealous Lovers,False,,,
user_000343,gpt-4.1,Interpol,Obstacle 1,False,,,
user_000343,gpt-4.1,Soft Cell,"Say Hello, Wave Goodbye",True,artist+substr,23.0,synth-pop
user_000343,gpt-4.1,The Knife,Heartbeats,True,exact,50.0,goth
user_000343,gpt-4.1,The Sisters of Mercy,Lucretia My Reflection,False,,,
user_000363,anthropic/claude-sonnet-4.5,Portishead,Glory Box,True,exact,0.0,electronic
user_000363,anthropic/claude-sonnet-4.5,Zero 7,Destiny,False,,,
user_000363,anthropic/claude-sonnet-4.5,Air,La Femme d'Argent,True,exact,61.0,ambient
user_000363,anthropic/claude-sonnet-4.5,Chet Baker,My Funny Valentine,True,exact,0.0,jazz
user_000363,anthropic/claude-sonnet-4.5,Goldfrapp,Strict Machine,True,exact,12.0,synth-pop
user_000363,anthropic/claude-sonnet-4.5,Esthero,Heaven Sent,False,,,
user_000363,anthropic/claude-sonnet-4.5,Wax Tailor,Que Sera,True,exact,60.0,trip-hop
user_000363,anthropic/claude-sonnet-4.5,Charles Mingus,Moanin',False,,,
user_000363,anthropic/claude-sonnet-4.5,Groove Armada,At the River,True,exact,59.0,trip-hop
user_000363,anthropic/claude-sonnet-4.5,Billie Holiday,Strange Fruit,False,,,
user_000363,gpt-4.1,Air,All I Need,False,,,
user_000363,gpt-4.1,Zero 7,Destiny,False,,,
user_000363,gpt-4.1,St. Germain,Rose Rouge,False,,,
user_000363,gpt-4.1,Morcheeba,Otherwise,True,exact,56.0,trip-hop
user_000363,gpt-4.1,Chet Baker,My Funny Valentine,True,exact,0.0,jazz
user_000363,gpt-4.1,Goldfrapp,Utopia,False,,,
user_000363,gpt-4.1,Fiona Apple,Criminal,True,exact,63.0,piano
user_000363,gpt-4.1,Gotan Project,Santa Maria (del Buen Ayre),False,,,
user_000363,gpt-4.1,Sade,No Ordinary Love,True,exact,67.0,british
user_000363,gpt-4.1,The Cinematic Orchestra,To Build A Home,False,,,
user_000384,anthropic/claude-sonnet-4.5,The Vaccines,If You Wanna,False,,,
user_000384,anthropic/claude-sonnet-4.5,Franz Ferdinand,Take Me Out,True,exact,79.0,alt-rock
user_000384,anthropic/claude-sonnet-4.5,Bloc Party,Banquet,False,,,
user_000384,anthropic/claude-sonnet-4.5,The Hives,Hate To Say I Told You So,True,exact,69.0,garage
user_000384,anthropic/claude-sonnet-4.5,Interpol,Obstacle 1,False,,,
user_000384,anthropic/claude-sonnet-4.5,Babyshambles,Fuck Forever,False,,,
user_000384,anthropic/claude-sonnet-4.5,Kaiser Chiefs,I Predict A Riot,False,,,
user_000384,anthropic/claude-sonnet-4.5,The Coral,Dreaming Of You,False,,,
user_000384,anthropic/claude-sonnet-4.5,Maximo Park,Apply Some Pressure,False,,,
user_000384,anthropic/claude-sonnet-4.5,The Fratellis,Chelsea Dagger,True,exact,26.0,garage
user_000384,gpt-4.1,Franz Ferdinand,Take Me Out,True,exact,79.0,alt-rock
user_000384,gpt-4.1,The Cribs,Men's Needs,False,,,
user_000384,gpt-4.1,Bloc Party,Banquet,False,,,
user_000384,gpt-4.1,Kaiser Chiefs,I Predict A Riot,False,,,
user_000384,gpt-4.1,Yeah Yeah Yeahs,Maps,False,,,
user_000384,gpt-4.1,Interpol,Obstacle 1,False,,,
user_000384,gpt-4.1,The Kooks,Naive,True,exact,1.0,indie
user_000384,gpt-4.1,The Hives,Hate To Say I Told You So,True,exact,69.0,garage
user_000384,gpt-4.1,The Vaccines,If You Wanna,False,,,
user_000384,gpt-4.1,Supergrass,Alright,False,,,
user_000404,anthropic/claude-sonnet-4.5,Fever Ray,If I Had A Heart,False,,,
user_000404,anthropic/claude-sonnet-4.5,Opeth,Blackwater Park,True,exact,42.0,death-metal
user_000404,anthropic/claude-sonnet-4.5,Ulver,Capitel I: I Troldskog Faren Vild,False,,,
user_000404,anthropic/claude-sonnet-4.5,Darkthrone,Transilvanian Hunger,True,artist+substr,48.0,black-metal
user_000404,anthropic/claude-sonnet-4.5,Goldfrapp,Ooh La La,True,exact,18.0,synth-pop
user_000404,anthropic/claude-sonnet-4.5,Gojira,Flying Whales,True,exact,61.0,death-metal
user_000404,anthropic/claude-sonnet-4.5,Massive Attack,Teardrop,True,exact,0.0,electronic
user_000404,anthropic/claude-sonnet-4.5,Alcest,Souvenirs d'un autre monde,True,exact,42.0,black-metal
user_000404,anthropic/claude-sonnet-4.5,Little Dragon,Ritual Union,True,exact,59.0,trip-hop
user_000404,anthropic/claude-sonnet-4.5,Meshuggah,Bleed,True,exact,60.0,death-metal
user_000404,gpt-4.1,Health,Die Slow,False,,,
user_000404,gpt-4.1,Massive Attack,Teardrop,True,exact,0.0,electronic
user_000404,gpt-4.1,Opeth,Windowpane,True,exact,55.0,death-metal
user_000404,gpt-4.1,Mogwai,Auto Rock,False,,,
user_000404,gpt-4.1,Interpol,Evil,False,,,
user_000404,gpt-4.1,Carpenter Brut,Turbo Killer,False,,,
user_000404,gpt-4.1,Depeche Mode,Enjoy the Silence,False,,,
user_000404,gpt-4.1,Ulver,Capitel I: I Troldskog Faren Vild,False,,,
user_000404,gpt-4.1,Justice,Genesis,False,,,
user_000404,gpt-4.1,Boards of Canada,Roygbiv,True,exact,59.0,ambient
user_000445,anthropic/claude-sonnet-4.5,Danzig,Mother,True,exact,76.0,hard-rock
user_000445,anthropic/claude-sonnet-4.5,White Zombie,Thunder Kiss '65,True,exact,1.0,alt-rock
user_000445,anthropic/claude-sonnet-4.5,Alice in Chains,Man in the Box,True,exact,75.0,alt-rock
user_000445,anthropic/claude-sonnet-4.5,Sentenced,Killing Me Killing You,False,,,
user_000445,anthropic/claude-sonnet-4.5,Paradise Lost,As I Die,False,,,
user_000445,anthropic/claude-sonnet-4.5,Lacuna Coil,Our Truth,False,,,
user_000445,anthropic/claude-sonnet-4.5,The Cult,She Sells Sanctuary,True,exact,71.0,hard-rock
user_000445,anthropic/claude-sonnet-4.5,Turbonegro,All My Friends Are Dead,False,,,
user_000445,anthropic/claude-sonnet-4.5,Amorphis,House of Sleep,False,,,
user_000445,anthropic/claude-sonnet-4.5,Skid Row,Youth Gone Wild,False,,,
user_000445,gpt-4.1,The Cult,She Sells Sanctuary,True,exact,71.0,hard-rock
user_000445,gpt-4.1,Sisters of Mercy,Lucretia My Reflection,False,,,
user_000445,gpt-4.1,Paradise Lost,Say Just Words,False,,,
user_000445,gpt-4.1,Danzig,Mother,True,exact,76.0,hard-rock
user_000445,gpt-4.1,Billy Idol,Rebel Yell,True,exact,1.0,hard-rock
user_000445,gpt-4.1,Marilyn Manson,The Beautiful People,True,exact,1.0,alt-rock
user_000445,gpt-4.1,Sentenced,Noose,False,,,
user_000445,gpt-4.1,The Mission,Wasteland,False,,,
user_000445,gpt-4.1,Deathstars,Cyanide,False,,,
user_000445,gpt-4.1,Lordi,Hard Rock Hallelujah,True,exact,55.0,heavy-metal
user_000507,anthropic/claude-sonnet-4.5,Soundgarden,Black Hole Sun,True,exact,0.0,alt-rock
user_000507,anthropic/claude-sonnet-4.5,Alice In Chains,Them Bones,True,exact,69.0,grunge
user_000507,anthropic/claude-sonnet-4.5,Tool,Schism,True,exact,70.0,alt-rock
user_000507,anthropic/claude-sonnet-4.5,Black Sabbath,War Pigs,True,exact,33.0,hard-rock
user_000507,anthropic/claude-sonnet-4.5,Iron Maiden,Hallowed Be Thy Name,True,artist+substr,68.0,hard-rock
user_000507,anthropic/claude-sonnet-4.5,Deep Purple,Child In Time,True,exact,55.0,psych-rock
user_000507,anthropic/claude-sonnet-4.5,Led Zeppelin,Since I've Been Loving You,True,artist+substr,62.0,hard-rock
user_000507,anthropic/claude-sonnet-4.5,Stone Temple Pilots,Interstate Love Song,True,artist+substr,73.0,grunge
user_000507,anthropic/claude-sonnet-4.5,Gojira,Flying Whales,True,exact,61.0,death-metal
user_000507,anthropic/claude-sonnet-4.5,Steven Wilson,The Raven That Refused To Sing,False,,,
user_000507,gpt-4.1,Rainbow,Stargazer,True,exact,60.0,blues
user_000507,gpt-4.1,Queensrÿche,Silent Lucidity,True,artist+substr,63.0,hard-rock
user_000507,gpt-4.1,Alice In Chains,Nutshell,True,exact,71.0,alt-rock
user_000507,gpt-4.1,King Crimson,Epitaph,True,artist+substr,54.0,j-rock
user_000507,gpt-4.1,Soundgarden,Fell On Black Days,True,exact,68.0,grunge
user_000507,gpt-4.1,Blue Öyster Cult,(Don't Fear) The Reaper,True,exact,76.0,blues
user_000507,gpt-4.1,Ghost,Cirice,True,exact,63.0,hard-rock
user_000507,gpt-4.1,Steven Wilson,The Raven That Refused To Sing,False,,,
user_000507,gpt-4.1,Deep Purple,Child In Time,True,exact,55.0,psych-rock
user_000507,gpt-4.1,Opeth,Windowpane,True,exact,55.0,death-metal
user_000587,anthropic/claude-sonnet-4.5,Pixies,Where Is My Mind?,True,exact,77.0,alt-rock
user_000587,anthropic/claude-sonnet-4.5,The Verve,Bitter Sweet Symphony,True,exact,80.0,alt-rock
user_000587,anthropic/claude-sonnet-4.5,Stone Temple Pilots,Interstate Love Song,True,artist+substr,73.0,grunge
user_000587,anthropic/claude-sonnet-4.5,Collective Soul,The World I Know,True,exact,64.0,grunge
user_000587,anthropic/claude-sonnet-4.5,Massive Attack,Teardrop,True,exact,0.0,electronic
user_000587,anthropic/claude-sonnet-4.5,Air,La Femme d'Argent,True,exact,61.0,ambient
user_000587,anthropic/claude-sonnet-4.5,Soundgarden,Black Hole Sun,True,exact,0.0,alt-rock
user_000587,anthropic/claude-sonnet-4.5,Thievery Corporation,Lebanese Blonde,True,exact,56.0,trip-hop
user_000587,anthropic/claude-sonnet-4.5,Tom Petty and the Heartbreakers,Free Fallin',False,,,
user_000587,anthropic/claude-sonnet-4.5,Zero 7,Destiny,False,,,
user_000587,gpt-4.1,Gorillaz,Clint Eastwood,True,exact,3.0,alternative
user_000587,gpt-4.1,Massive Attack,Teardrop,True,exact,0.0,electronic
user_000587,gpt-4.1,Soundgarden,Black Hole Sun,True,exact,0.0,alt-rock
user_000587,gpt-4.1,The Verve,Bitter Sweet Symphony,True,exact,80.0,alt-rock
user_000587,gpt-4.1,The Rolling Stones,Gimme Shelter,True,exact,0.0,british
user_000587,gpt-4.1,Zero 7,Destiny,False,,,
user_000587,gpt-4.1,Blur,Coffee & TV,False,,,
user_000587,gpt-4.1,Portishead,Glory Box,True,exact,0.0,electronic
user_000587,gpt-4.1,The Killers,All These Things That I've Done,False,,,
user_000587,gpt-4.1,Fatboy Slim,Praise You,False,,,
user_000627,anthropic/claude-sonnet-4.5,Röyksopp,Eple,True,exact,55.0,trip-hop
user_000627,anthropic/claude-sonnet-4.5,Daft Punk,Digital Love,False,,,
user_000627,anthropic/claude-sonnet-4.5,Underworld,Born Slippy .NUXX,False,,,
user_000627,anthropic/claude-sonnet-4.5,Fatboy Slim,"Right Here, Right Now",False,,,
user_000627,anthropic/claude-sonnet-4.5,Basement Jaxx,Where's Your Head At,False,,,
user_000627,anthropic/claude-sonnet-4.5,Zero 7,Destiny,False,,,
user_000627,anthropic/claude-sonnet-4.5,Massive Attack,Teardrop,True,exact,0.0,electronic
user_000627,anthropic/claude-sonnet-4.5,Orbital,Halcyon + On + On,True,artist+substr,11.0,breakbeat
user_000627,anthropic/claude-sonnet-4.5,Leftfield,Phat Planet,False,,,
user_000627,anthropic/claude-sonnet-4.5,Chicane,Offshore,False,,,
user_000627,gpt-4.1,Goldfrapp,Ooh La La,True,exact,18.0,synth-pop
user_000627,gpt-4.1,Underworld,Born Slippy (Nuxx),False,,,
user_000627,gpt-4.1,Massive Attack,Teardrop,True,exact,0.0,electronic
user_000627,gpt-4.1,Justice,D.A.N.C.E.,True,exact,66.0,electronic
user_000627,gpt-4.1,Daft Punk,Digital Love,False,,,
user_000627,gpt-4.1,Portishead,Glory Box,True,exact,0.0,electronic
user_000627,gpt-4.1,Junior Jack,Stupidisco,False,,,
user_000627,gpt-4.1,Basement Jaxx,Red Alert,False,,,
user_000627,gpt-4.1,Röyksopp,Eple,True,exact,55.0,trip-hop
user_000627,gpt-4.1,Stardust,Music Sounds Better With You,False,,,
user_000668,anthropic/claude-sonnet-4.5,Snow Patrol,Chasing Cars,True,exact,80.0,rock
user_000668,anthropic/claude-sonnet-4.5,Coldplay,The Scientist,True,exact,2.0,pop
user_000668,anthropic/claude-sonnet-4.5,Travis,Why Does It Always Rain on Me?,False,,,
user_000668,anthropic/claude-sonnet-4.5,Dario Marianelli,Becoming Jane,False,,,
user_000668,anthropic/claude-sonnet-4.5,Imogen Heap,Hide and Seek,False,,,
user_000668,anthropic/claude-sonnet-4.5,The Fray,How to Save a Life,True,exact,80.0,piano
user_000668,anthropic/claude-sonnet-4.5,Damien Rice,The Blower's Daughter,True,exact,0.0,singer-songwriter
user_000668,anthropic/claude-sonnet-4.5,James Blunt,You're Beautiful,True,exact,76.0,rock
user_000668,anthropic/claude-sonnet-4.5,Ludovico Einaudi,Nuvole Bianche,True,exact,73.0,ambient
user_000668,anthropic/claude-sonnet-4.5,Elbow,One Day Like This,False,,,
user_000668,gpt-4.1,Snow Patrol,Chasing Cars,True,exact,80.0,rock
user_000668,gpt-4.1,Coldplay,The Scientist,True,exact,2.0,pop
user_000668,gpt-4.1,Explosions In The Sky,Your Hand In Mine,False,,,
